Equipo_Local,Equipo_Visitante,Cuota_Local,Cuota_Visitante,Resultado
Atletico,Ajax,48,52,2
Juventus,Liverpool,82,18,1
LOSC,Internazionale,43,57,2
Zenit,Barcelona,62,38,3
Dortmund,Bayern,93,7,3
Club Brugge,Leipzig,47,53,3
Sheriff,Bayern,19,81,2
Man. United,Internazionale,19,81,2
Benfica,Sevilla,60,40,2
Real Madrid,Bensiktas,66,34,2
Porto,Sporting CP,48,52,1
Dynamo,Man. City,60,40,1
Dortmund,Internazionale,6,94,3
Porto,Paris,49,51,2
Man. City,Malmö,78,22,3
Salzburg,Benfica,79,21,3
Wolfsburg,Zenit,86,14,2
Villareal,Man. United,59,41,3
Atletico,Sheriff,93,7,1
Benfica,Milan,41,59,3
Leipzig,LOSC,39,61,3
Club Brugge,Salzburg,75,25,3
Wolfsburg,Club Brugge,23,77,1
Villareal,Liverpool,30,70,1
Man. United,Man. City,39,61,1
Sheriff,Dynamo,13,87,3
Chelsea,Barcelona,74,26,2
Internazionale,Bensiktas,40,60,3
Bensiktas,Benfica,66,34,1
Benfica,Chelsea,32,68,3
Sevilla,Man. City,89,11,2
Paris,Villareal,53,47,3
Man. United,Atletico,90,10,2
Sheriff,Bensiktas,3,97,2
Real Madrid,Sporting CP,46,54,1
Porto,Ajax,4,96,1
Wolfsburg,Dynamo,29,71,1
Bensiktas,Club Brugge,68,32,2
Wolfsburg,Juventus,64,36,1
Zenit,Club Brugge,67,33,1
Club Brugge,Benfica,12,88,3
Paris,Bayern,26,74,2
Porto,Atletico,65,35,1
Paris,Man. City,43,57,2
Zenit,Liverpool,18,82,1
Shakhtar Donetsk,Bayern,75,25,3
Ajax,Man. United,80,20,3
Benfica,Atlanta,72,28,2
Sporting CP,Bensiktas,48,52,3
Zenit,Young Boys,24,76,3
Atlanta,Dynamo,64,36,3
Leipzig,Sporting CP,86,14,2
Dynamo,Leipzig,32,68,1
Sporting CP,Shakhtar Donetsk,39,61,3
Atlanta,Milan,78,22,2
Sheriff,Sporting CP,11,89,2
Atlanta,Sheriff,99,1,1
Man. City,Sevilla,31,69,2
Ajax,Villareal,31,69,2
Villareal,Bayern,79,21,1
Villareal,Ajax,26,74,2
Malmö,Man. United,30,70,1
Leipzig,Young Boys,14,86,2
Young Boys,Villareal,70,30,3
Wolfsburg,Salzburg,42,58,1
Man. City,Paris,96,4,2
Wolfsburg,Sheriff,13,87,3
Dortmund,Malmö,50,50,3
Malmö,Zenit,69,31,2
Wolfsburg,Atlanta,70,30,3
Man. City,Wolfsburg,37,63,1
Benfica,Villareal,37,63,3
Internazionale,Atlanta,18,82,2
Dynamo,Bayern,11,89,1
Sporting CP,Real Madrid,42,58,1
Salzburg,Zenit,54,46,3
Atletico,Ajax,47,53,1
Porto,Barcelona,32,68,3
Villareal,Man. City,83,17,3
Sheriff,Dynamo,34,66,1
Leipzig,Villareal,71,29,3
Salzburg,Bensiktas,64,36,3
Sevilla,Man. City,29,71,1
Sheriff,Real Madrid,13,87,2
Barcelona,Liverpool,17,83,2
Sevilla,Atletico,47,53,2
LOSC,Man. City,87,13,1
Club Brugge,Bayern,57,43,3
Atletico,Porto,65,35,1
Liverpool,Malmö,11,89,2
Barcelona,Sevilla,14,86,3
Man. City,Sheriff,74,26,1
LOSC,Dortmund,81,19,3
Barcelona,Real Madrid,57,43,3
Dortmund,Chelsea,54,46,3
Liverpool,Young Boys,59,41,2
Leipzig,Man. United,45,55,3
Atletico,Leipzig,51,49,3
Ajax,Milan,27,73,1
Porto,Dynamo,32,68,1
Man. City,Sheriff,4,96,2
Atletico,Shakhtar Donetsk,93,7,2
LOSC,Malmö,56,44,2
Man. City,Barcelona,54,46,1
Benfica,Atlanta,94,6,2
Chelsea,Leipzig,7,93,1
Atletico,Shakhtar Donetsk,90,10,3
LOSC,Atlanta,64,36,3
Chelsea,Bensiktas,48,52,3
Sheriff,Bayern,54,46,2
Salzburg,Milan,5,95,2
Salzburg,Wolfsburg,92,8,3
Leipzig,Ajax,44,56,2
Juventus,Sheriff,2,98,3
Sheriff,Dortmund,22,78,2
Dynamo,Young Boys,67,33,2
Porto,Atlanta,82,18,1
Zenit,Villareal,24,76,2
Dynamo,Shakhtar Donetsk,56,44,3
Malmö,Sheriff,56,44,1
Milan,Shakhtar Donetsk,44,56,1
Atlanta,Shakhtar Donetsk,25,75,3
Benfica,Barcelona,24,76,3
Zenit,Barcelona,93,7,1
Liverpool,Bensiktas,21,79,2
Porto,Liverpool,38,62,1
Barcelona,Sporting CP,38,62,3
Chelsea,Zenit,28,72,3
Zenit,Atletico,85,15,2
Zenit,Chelsea,93,7,3
Leipzig,Internazionale,18,82,1
Real Madrid,Villareal,1,99,3
Porto,Atletico,84,16,1
Ajax,Sevilla,81,19,3
Bensiktas,Salzburg,28,72,2
Sporting CP,Sheriff,61,39,2
Milan,Porto,94,6,3
Club Brugge,Atletico,97,3,3
Benfica,Dortmund,93,7,1
Internazionale,Porto,40,60,3
Shakhtar Donetsk,Real Madrid,2,98,3
Juventus,Sheriff,15,85,2
Sporting CP,Liverpool,28,72,3
Chelsea,Sheriff,59,41,1
Dortmund,Villareal,100,0,3
Atlanta,Club Brugge,28,72,2
Internazionale,Sheriff,45,55,2
Salzburg,Paris,38,62,2
Villareal,Salzburg,82,18,3
Real Madrid,Leipzig,0,100,1
Malmö,Sheriff,35,65,1
Bensiktas,Sporting CP,80,20,3
Bayern,Sevilla,90,10,1
Internazionale,Barcelona,16,84,2
Dynamo,Sevilla,10,90,2
Ajax,Man. City,36,64,2
Juventus,Atletico,66,34,1
Villareal,Liverpool,49,51,3
Benfica,Paris,62,38,2
Club Brugge,Salzburg,69,31,3
Young Boys,Barcelona,37,63,1
Atlanta,Atletico,94,6,2
Real Madrid,Man. United,75,25,2
Sheriff,Chelsea,44,56,3
Sevilla,Benfica,21,79,3
Internazionale,Sporting CP,45,55,1
Bensiktas,Bayern,53,47,2
Chelsea,Man. City,35,65,2
Sheriff,LOSC,13,87,3
Milan,Salzburg,33,67,1
Bayern,LOSC,11,89,2
Club Brugge,Ajax,79,21,1
Atletico,Wolfsburg,38,62,3
Chelsea,Ajax,3,97,3
Porto,Barcelona,4,96,3
Dortmund,Benfica,19,81,2
Atlanta,Leipzig,84,16,1
Sheriff,Porto,43,57,3
Milan,Club Brugge,78,22,3
Liverpool,Club Brugge,27,73,3
Paris,LOSC,60,40,3
Wolfsburg,Real Madrid,99,1,3
LOSC,Atlanta,61,39,2
Juventus,Real Madrid,88,12,1
Ajax,Atletico,19,81,2
Dortmund,Dynamo,11,89,3
Porto,Wolfsburg,76,24,1
Juventus,Club Brugge,81,19,2
Bayern,Barcelona,86,14,1
Club Brugge,Dortmund,16,84,2
Man. City,Bayern,22,78,1
Atletico,Liverpool,34,66,3
Leipzig,Malmö,72,28,2
Leipzig,Bayern,22,78,2
Man. City,Paris,4,96,3
Real Madrid,Milan,56,44,2
Club Brugge,Paris,60,40,2
Salzburg,Young Boys,76,24,1
LOSC,Porto,92,8,2
Salzburg,Wolfsburg,69,31,1
Zenit,Ajax,83,17,1
Zenit,Real Madrid,45,55,1
Atlanta,Real Madrid,33,67,3
Chelsea,Milan,84,16,2
Atlanta,Villareal,22,78,3
Sheriff,Chelsea,49,51,3
Ajax,Atlanta,46,54,2
Man. United,Man. City,11,89,2
Dortmund,Paris,94,6,1
Milan,Sheriff,39,61,3
Juventus,Salzburg,13,87,3
Villareal,Leipzig,46,54,3
Milan,Man. City,85,15,1
Sporting CP,Dynamo,28,72,3
Leipzig,Milan,87,13,2
Zenit,Dynamo,66,34,3
Zenit,Villareal,23,77,2
Paris,Bayern,63,37,2
Club Brugge,Shakhtar Donetsk,97,3,1
Sporting CP,Bensiktas,96,4,1
Man. City,Young Boys,26,74,2
Dynamo,Shakhtar Donetsk,19,81,3
Man. City,Benfica,59,41,3
Barcelona,Milan,13,87,1
Wolfsburg,Ajax,27,73,2
Juventus,Villareal,96,4,2
Shakhtar Donetsk,Atletico,58,42,2
Club Brugge,Sheriff,22,78,3
Young Boys,Bayern,19,81,1
Porto,Liverpool,9,91,1
Paris,Barcelona,25,75,1
Milan,Sevilla,73,27,1
Sheriff,Bensiktas,11,89,2
Man. United,Sheriff,4,96,1
LOSC,Man. United,75,25,3
Zenit,Sheriff,16,84,3
Liverpool,Bensiktas,66,34,1
Bensiktas,Porto,3,97,3
Young Boys,Porto,78,22,1
Real Madrid,Shakhtar Donetsk,93,7,1
Atletico,Man. United,77,23,2
Dynamo,Milan,20,80,2
Zenit,Dynamo,13,87,3
Bensiktas,Atletico,32,68,3
Atlanta,Bensiktas,51,49,2
Milan,LOSC,46,54,3
Chelsea,Liverpool,11,89,2
Wolfsburg,Ajax,87,13,3
Shakhtar Donetsk,Internazionale,58,42,2
Shakhtar Donetsk,Liverpool,41,59,2
Porto,Chelsea,35,65,3
Salzburg,Villareal,97,3,3
Bayern,Zenit,40,60,3
Milan,Shakhtar Donetsk,64,36,1
Bensiktas,Paris,85,15,3
Paris,Wolfsburg,21,79,3
Atlanta,LOSC,88,12,1
LOSC,Sevilla,85,15,1
Dortmund,Villareal,11,89,3
Leipzig,Wolfsburg,46,54,1
Malmö,Ajax,50,50,1
Man. United,Real Madrid,34,66,1
LOSC,Sheriff,87,13,1
Club Brugge,Villareal,86,14,3
Sporting CP,Real Madrid,51,49,2
Club Brugge,Villareal,74,26,2
Juventus,Benfica,58,42,1
Leipzig,Milan,33,67,2
Liverpool,Man. United,77,23,2
Sheriff,Barcelona,81,19,2
Bayern,Porto,53,47,3
Shakhtar Donetsk,Bayern,18,82,1
Atlanta,Villareal,83,17,2
Dortmund,Sevilla,94,6,1
Ajax,Club Brugge,41,59,3
Benfica,Milan,59,41,1
Man. City,Man. United,91,9,3
Zenit,Shakhtar Donetsk,20,80,1
Young Boys,Malmö,95,5,2
Man. United,Juventus,100,0,3
Dortmund,Bensiktas,100,0,2
Ajax,Young Boys,37,63,3
Zenit,Sporting CP,11,89,2
Juventus,Wolfsburg,89,11,3
Man. United,Club Brugge,84,16,3
Man. City,Salzburg,86,14,2
LOSC,Atletico,60,40,1
Club Brugge,Malmö,75,25,1
Ajax,Sevilla,88,12,1
Atlanta,Man. City,7,93,1
Liverpool,Man. United,82,18,1
Villareal,Wolfsburg,76,24,2
Zenit,Dynamo,37,63,3
Milan,Zenit,82,18,2
Young Boys,Sevilla,18,82,3
Zenit,Barcelona,45,55,2
Ajax,Benfica,84,16,2
Zenit,Sporting CP,24,76,1
Atletico,Club Brugge,31,69,3
Internazionale,Man. United,0,100,3
Club Brugge,Zenit,13,87,2
Atlanta,Ajax,20,80,1
Chelsea,Barcelona,53,47,2
Porto,Bensiktas,14,86,3
Sevilla,Porto,39,61,2
Dynamo,Club Brugge,12,88,3
Villareal,Dynamo,79,21,3
Young Boys,Zenit,36,64,1
Sporting CP,Internazionale,70,30,1
Chelsea,Bayern,45,55,3
Leipzig,Zenit,2,98,3
Barcelona,Villareal,77,23,1
Dynamo,Real Madrid,51,49,1
Sevilla,Shakhtar Donetsk,2,98,3
Club Brugge,Man. United,53,47,3
Young Boys,Dortmund,24,76,3
Young Boys,Zenit,48,52,2
LOSC,Shakhtar Donetsk,61,39,2
Real Madrid,Liverpool,11,89,1
Dynamo,Leipzig,20,80,3
Juventus,Atlanta,66,34,1
Wolfsburg,Man. City,11,89,3
Young Boys,Man. City,73,27,1
Liverpool,Bensiktas,69,31,3
Man. City,LOSC,54,46,2
Man. United,Liverpool,31,69,2
Milan,Atletico,65,35,3
Young Boys,Porto,51,49,2
Man. United,Porto,54,46,2
Shakhtar Donetsk,Benfica,46,54,1
Salzburg,Chelsea,88,12,1
Leipzig,Atlanta,73,27,3
Paris,Liverpool,56,44,3
Villareal,Salzburg,95,5,1
Man. City,Benfica,74,26,3
Juventus,Salzburg,14,86,3
Chelsea,Villareal,18,82,2
Chelsea,Villareal,79,21,3
Salzburg,Villareal,63,37,2
Sheriff,Salzburg,99,1,3
Porto,Malmö,56,44,1
Bayern,Sporting CP,68,32,3
Chelsea,Liverpool,12,88,3
Club Brugge,Man. City,47,53,3
Real Madrid,Villareal,90,10,2
Club Brugge,Milan,2,98,2
Internazionale,Young Boys,77,23,1
Barcelona,Benfica,77,23,1
Sevilla,Barcelona,74,26,3
Atlanta,Milan,70,30,2
Atletico,Wolfsburg,68,32,1
Man. City,Wolfsburg,27,73,2
Zenit,Benfica,77,23,2
Internazionale,Bayern,99,1,2
Bensiktas,Villareal,64,36,1
Dortmund,Internazionale,35,65,2
Wolfsburg,Dynamo,15,85,3
Juventus,Porto,35,65,1
Club Brugge,Barcelona,67,33,2
Wolfsburg,Benfica,82,18,1
Paris,Real Madrid,93,7,2
Villareal,Man. United,86,14,2
Salzburg,LOSC,8,92,2
Milan,Liverpool,29,71,1
Man. City,Malmö,49,51,2
Atlanta,Benfica,71,29,3
Shakhtar Donetsk,Juventus,23,77,3
Milan,Paris,99,1,2
Man. United,Dortmund,41,59,3
Real Madrid,Liverpool,44,56,2
Salzburg,Club Brugge,8,92,1
Man. United,Dynamo,99,1,1
Real Madrid,Malmö,64,36,1
Malmö,Liverpool,92,8,3
Juventus,Leipzig,47,53,3
Shakhtar Donetsk,Sheriff,14,86,1
Young Boys,Club Brugge,39,61,1
Dynamo,Leipzig,72,28,3
Milan,Shakhtar Donetsk,38,62,1
Milan,Dynamo,89,11,3
Man. City,Club Brugge,51,49,2
Man. City,Real Madrid,10,90,3
Atlanta,Wolfsburg,50,50,2
Porto,Young Boys,22,78,1
Zenit,Ajax,99,1,3
Dortmund,Man. United,82,18,1
Ajax,Sporting CP,72,28,1
Leipzig,Benfica,19,81,2
Bayern,Zenit,52,48,3
Internazionale,Sevilla,90,10,3
Man. United,Bensiktas,56,44,3
Malmö,Bensiktas,57,43,3
Atlanta,Ajax,88,12,3
Wolfsburg,Bensiktas,18,82,3
Porto,Man. United,18,82,2
Atlanta,Internazionale,3,97,2
Real Madrid,Man. United,62,38,2
Dortmund,Paris,2,98,3
Juventus,Real Madrid,9,91,3
Club Brugge,Man. United,28,72,3
Man. City,Ajax,63,37,2
Shakhtar Donetsk,Benfica,91,9,2
Man. United,Bensiktas,94,6,2
Milan,Malmö,38,62,2
Chelsea,Leipzig,67,33,1
Villareal,Bensiktas,18,82,3
Leipzig,Malmö,36,64,3
Milan,Real Madrid,25,75,1
Wolfsburg,Man. United,38,62,2
Dynamo,Bensiktas,59,41,3
Wolfsburg,Liverpool,85,15,3
Club Brugge,Real Madrid,50,50,3
Internazionale,Real Madrid,16,84,3
Salzburg,Man. City,85,15,2
Salzburg,Bensiktas,95,5,2
Bayern,Liverpool,34,66,3
Wolfsburg,Zenit,52,48,2
Atletico,Juventus,34,66,3
Leipzig,Paris,19,81,3
Chelsea,Juventus,4,96,3
Juventus,Sheriff,72,28,3
LOSC,Salzburg,24,76,2
Barcelona,Dortmund,22,78,3
Bayern,Bensiktas,75,25,2
Bayern,Atletico,61,39,2
Ajax,Porto,3,97,2
LOSC,Dortmund,72,28,1
Dynamo,Club Brugge,96,4,1
Benfica,Internazionale,24,76,1
Chelsea,Atlanta,96,4,3
Liverpool,Internazionale,26,74,1
Paris,Atlanta,48,52,3
Atlanta,Dortmund,77,23,1
Real Madrid,Paris,28,72,3
Club Brugge,Liverpool,12,88,3
Villareal,Ajax,77,23,2
Barcelona,Club Brugge,13,87,1
Wolfsburg,Barcelona,5,95,3
Barcelona,Leipzig,66,34,3
Dortmund,Sheriff,38,62,1
Barcelona,Man. United,61,39,2
Sporting CP,LOSC,78,22,1
Atletico,Sheriff,32,68,1
Sporting CP,Zenit,83,17,3
Bensiktas,Juventus,90,10,3
Sheriff,Barcelona,85,15,3
Shakhtar Donetsk,Barcelona,38,62,3
Real Madrid,Shakhtar Donetsk,56,44,1
Club Brugge,Juventus,20,80,1
Villareal,Zenit,31,69,2
Benfica,Dynamo,88,12,2
Villareal,Paris,1,99,3
Leipzig,Salzburg,87,13,3
Real Madrid,Villareal,40,60,1
Young Boys,Bayern,97,3,1
Man. City,Barcelona,32,68,1
Internazionale,Real Madrid,77,23,1
Man. City,Bensiktas,42,58,3
Porto,Real Madrid,91,9,3
Leipzig,Sevilla,78,22,1
Internazionale,Bayern,99,1,1
Zenit,Paris,58,42,1
Porto,Atlanta,4,96,2
Atletico,Paris,74,26,1
Bensiktas,Villareal,51,49,1
Liverpool,LOSC,72,28,2
Dynamo,Man. City,94,6,3
Barcelona,Zenit,69,31,1
Leipzig,Dortmund,1,99,3
Atletico,Bensiktas,91,9,3
Real Madrid,Club Brugge,32,68,3
Man. United,Sevilla,55,45,2
Internazionale,Malmö,97,3,3
Salzburg,Paris,57,43,3
Villareal,Club Brugge,80,20,1
Porto,Man. United,41,59,1
Club Brugge,Benfica,29,71,3
Chelsea,Dortmund,69,31,1
Bayern,LOSC,75,25,1
Benfica,Atletico,57,43,2
Leipzig,LOSC,45,55,2
Liverpool,Atlanta,91,9,2
Wolfsburg,LOSC,37,63,3
Ajax,Leipzig,96,4,2
Benfica,Milan,94,6,1
Juventus,Leipzig,64,36,1
Sevilla,Chelsea,66,34,3
Bensiktas,Dortmund,50,50,2
Leipzig,Salzburg,76,24,3
Ajax,Real Madrid,18,82,1
Bensiktas,Wolfsburg,8,92,3
LOSC,Sporting CP,64,36,3
Man. City,Internazionale,59,41,2
Club Brugge,Chelsea,23,77,3
Sevilla,Dortmund,55,45,2
Real Madrid,Wolfsburg,57,43,1
Dortmund,Liverpool,0,100,1
Real Madrid,Man. United,80,20,1
Salzburg,Dortmund,77,23,3
Porto,Juventus,40,60,3
Bensiktas,Sevilla,1,99,2
Sporting CP,Atletico,38,62,3
Bensiktas,Salzburg,29,71,3
Atlanta,Atletico,54,46,2
Man. City,Liverpool,14,86,2
Wolfsburg,Sporting CP,8,92,1
Paris,Wolfsburg,23,77,1
Liverpool,Club Brugge,27,73,2
Wolfsburg,Villareal,32,68,1
Bayern,Juventus,28,72,3
Real Madrid,Leipzig,6,94,3
LOSC,Malmö,19,81,1
Ajax,Milan,0,100,1
Milan,Chelsea,55,45,1
Salzburg,Malmö,94,6,3
Club Brugge,Internazionale,23,77,3
Liverpool,Villareal,43,57,2
Sheriff,Salzburg,36,64,3
Atlanta,Barcelona,18,82,1
Leipzig,Chelsea,11,89,2
Ajax,LOSC,24,76,1
Sporting CP,Real Madrid,94,6,3
Porto,Barcelona,47,53,2
Dortmund,Sevilla,60,40,1
Dortmund,Liverpool,89,11,2
Man. United,Young Boys,91,9,2
Zenit,Dortmund,98,2,1
Malmö,Liverpool,39,61,3
Sevilla,Bayern,11,89,1
Bensiktas,Ajax,33,67,3
Barcelona,Dynamo,2,98,3
Sevilla,Club Brugge,77,23,3
Liverpool,Zenit,66,34,3
Liverpool,Ajax,67,33,1
Wolfsburg,Atlanta,16,84,3
Zenit,Sheriff,64,36,3
LOSC,Sevilla,66,34,3
Atlanta,Salzburg,46,54,1
Milan,Real Madrid,79,21,2
Juventus,Sevilla,9,91,3
Man. United,Sporting CP,36,64,3
Real Madrid,Villareal,88,12,3
Atlanta,Zenit,50,50,1
Ajax,Sporting CP,75,25,3
Man. United,Wolfsburg,43,57,1
Dynamo,Bayern,74,26,1
Club Brugge,Milan,29,71,3
Salzburg,Wolfsburg,3,97,1
Malmö,Atletico,28,72,2
Man. City,Villareal,31,69,1
LOSC,Dynamo,83,17,3
Dynamo,Barcelona,85,15,3
Zenit,Milan,66,34,2
Atlanta,Ajax,7,93,3
Dynamo,Wolfsburg,33,67,2
Chelsea,Salzburg,54,46,3
Paris,Zenit,33,67,1
Chelsea,Real Madrid,28,72,2
Shakhtar Donetsk,Dynamo,20,80,3
Internazionale,Salzburg,32,68,1
Bensiktas,Dynamo,73,27,1
Leipzig,Internazionale,86,14,3
Leipzig,Villareal,85,15,2
Dortmund,Wolfsburg,62,38,2
Real Madrid,Leipzig,57,43,2
Liverpool,Bayern,79,21,1
Benfica,Malmö,82,18,2
Real Madrid,Barcelona,42,58,2
Atlanta,Shakhtar Donetsk,19,81,1
Porto,Chelsea,63,37,2
Porto,Liverpool,31,69,3
Salzburg,Dortmund,7,93,3
Real Madrid,Salzburg,12,88,2
Paris,Barcelona,65,35,3
Man. United,Villareal,46,54,1
Internazionale,Man. United,12,88,1
Shakhtar Donetsk,Paris,37,63,1
Liverpool,Atletico,29,71,3
Club Brugge,Internazionale,86,14,2
Wolfsburg,Leipzig,31,69,3
Bayern,Salzburg,87,13,2
Shakhtar Donetsk,Liverpool,46,54,3
Leipzig,Wolfsburg,24,76,2
Leipzig,Man. United,78,22,2
Internazionale,Young Boys,9,91,2
Atletico,Salzburg,22,78,1
Benfica,Shakhtar Donetsk,5,95,2
Bensiktas,Dortmund,46,54,2
LOSC,Leipzig,17,83,1
Shakhtar Donetsk,Real Madrid,52,48,1
Juventus,Sevilla,14,86,1
Young Boys,Club Brugge,6,94,1
Wolfsburg,Barcelona,46,54,3
Salzburg,Wolfsburg,93,7,3
Milan,Bayern,4,96,3
Milan,Sevilla,46,54,2
Atletico,Man. United,38,62,2
Sporting CP,Shakhtar Donetsk,61,39,3
Young Boys,Paris,59,41,2
Malmö,Dynamo,17,83,1
Paris,Porto,3,97,1
Benfica,Atletico,10,90,3
Internazionale,Paris,43,57,2
Bayern,Leipzig,95,5,3
Juventus,Liverpool,20,80,1
Bayern,Liverpool,43,57,2
Bensiktas,Man. City,93,7,2
Benfica,Sheriff,55,45,1
Milan,Barcelona,54,46,2
Dortmund,LOSC,43,57,3
Zenit,Real Madrid,34,66,2
Sheriff,Benfica,70,30,2
Zenit,Sheriff,55,45,3
Liverpool,Man. City,7,93,1
Atletico,Paris,90,10,3
Club Brugge,Porto,0,100,1
Club Brugge,Bayern,87,13,2
Club Brugge,Malmö,56,44,3
Bayern,Sheriff,0,100,2
Sevilla,Man. United,64,36,1
Man. City,Man. United,6,94,1
Benfica,Ajax,30,70,3
Villareal,Internazionale,65,35,3
Club Brugge,Young Boys,8,92,1
Atletico,Young Boys,48,52,2
Man. City,Sevilla,54,46,3
Dortmund,Man. United,30,70,3
Ajax,Porto,39,61,3
Benfica,Atletico,24,76,2
Young Boys,Dortmund,29,71,3
Milan,Shakhtar Donetsk,81,19,3
Real Madrid,Salzburg,82,18,1
LOSC,Man. United,19,81,2
Bensiktas,Salzburg,45,55,2
Paris,Villareal,0,100,1
Liverpool,Salzburg,26,74,3
Ajax,Man. City,58,42,3
Milan,Malmö,93,7,1
Villareal,Man. City,94,6,2
Young Boys,Malmö,98,2,3
Milan,Sheriff,32,68,3
Zenit,Dynamo,5,95,2
Shakhtar Donetsk,LOSC,50,50,1
Real Madrid,Ajax,35,65,3
Man. City,Villareal,80,20,2
Porto,Man. United,51,49,2
Sporting CP,Young Boys,37,63,1
Man. City,Shakhtar Donetsk,59,41,1
Milan,Man. United,10,90,2
Internazionale,Sporting CP,56,44,3
Real Madrid,Wolfsburg,85,15,3
Dortmund,Salzburg,29,71,1
Leipzig,Young Boys,45,55,1
Leipzig,Internazionale,87,13,3
Dortmund,Internazionale,21,79,2
Barcelona,Porto,42,58,3
Atlanta,Juventus,79,21,3
Man. City,Milan,32,68,1
Juventus,Sporting CP,7,93,1
LOSC,Ajax,65,35,2
Paris,Man. United,84,16,1
Sheriff,Man. City,21,79,2
Internazionale,Dynamo,27,73,1
Liverpool,Man. City,54,46,3
Benfica,Shakhtar Donetsk,65,35,1
Shakhtar Donetsk,Zenit,71,29,1
Atletico,Barcelona,6,94,2
Sporting CP,Wolfsburg,6,94,2
Young Boys,Porto,23,77,2
Atlanta,Juventus,16,84,3
Porto,Zenit,12,88,1
Benfica,Sevilla,65,35,3
Sporting CP,Man. United,41,59,3
Chelsea,Club Brugge,93,7,3
Ajax,Paris,92,8,3
Ajax,Man. United,79,21,3
Milan,Young Boys,75,25,2
Barcelona,Zenit,47,53,3
Man. City,Villareal,26,74,1
Dortmund,Salzburg,92,8,3
Sporting CP,Atletico,7,93,1
Sheriff,Benfica,100,0,2
Paris,Villareal,61,39,3
Dortmund,Sevilla,68,32,2
Club Brugge,Salzburg,26,74,1
Man. United,Liverpool,43,57,3
Paris,Leipzig,59,41,3
Atlanta,Porto,70,30,1
Atletico,Leipzig,72,28,1
Sevilla,LOSC,51,49,3
Club Brugge,Man. City,87,13,3
Internazionale,Liverpool,97,3,2
Real Madrid,Porto,3,97,1
Milan,Sevilla,21,79,1
Zenit,Bayern,3,97,2
Barcelona,Zenit,22,78,3
Barcelona,Shakhtar Donetsk,14,86,3
Sevilla,Man. United,56,44,2
Dortmund,Shakhtar Donetsk,87,13,1
Benfica,Atletico,30,70,2
Real Madrid,Internazionale,77,23,2
Barcelona,Sevilla,48,52,2
Club Brugge,Sporting CP,23,77,1
Bayern,Wolfsburg,86,14,3
Internazionale,Atlanta,3,97,3
Milan,Salzburg,20,80,1
Shakhtar Donetsk,Villareal,78,22,1
Juventus,Villareal,0,100,1
Liverpool,Man. City,13,87,1
LOSC,Chelsea,96,4,2
Milan,Dynamo,93,7,2
Bayern,Juventus,5,95,2
Wolfsburg,Sheriff,78,22,3
LOSC,Malmö,10,90,2
Sheriff,Milan,43,57,2
Wolfsburg,Paris,90,10,1
LOSC,Paris,81,19,3
Villareal,Liverpool,81,19,2
Porto,Milan,75,25,3
Paris,Malmö,45,55,2
Atlanta,Milan,95,5,1
Paris,Wolfsburg,52,48,1
Dortmund,Man. City,18,82,3
Atletico,Malmö,27,73,1
Sevilla,Internazionale,24,76,3
Real Madrid,Club Brugge,96,4,1
Paris,Leipzig,51,49,1
Real Madrid,Porto,24,76,1
Leipzig,Malmö,94,6,2
Club Brugge,Atlanta,90,10,2
Real Madrid,Porto,20,80,3
Ajax,Villareal,41,59,3
Salzburg,Chelsea,44,56,1
Atletico,Man. United,14,86,1
Bayern,Club Brugge,85,15,3
Villareal,Ajax,27,73,3
Ajax,Shakhtar Donetsk,80,20,2
Sporting CP,Bensiktas,78,22,3
Man. United,Atletico,5,95,2
Dynamo,Barcelona,76,24,3
Atletico,Villareal,78,22,3
Young Boys,Juventus,56,44,2
Villareal,Dortmund,33,67,3
Club Brugge,Villareal,33,67,2
Barcelona,Atletico,14,86,1
Man. City,Chelsea,70,30,2
Zenit,Barcelona,40,60,3
Internazionale,Young Boys,48,52,3
Benfica,Malmö,96,4,2
Bensiktas,Atletico,51,49,3
Sevilla,Wolfsburg,95,5,3
Porto,Wolfsburg,50,50,2
Club Brugge,Villareal,71,29,2
Milan,Real Madrid,26,74,3
Sevilla,Zenit,9,91,3
Dortmund,Shakhtar Donetsk,87,13,3
Barcelona,Paris,74,26,1
Juventus,Benfica,51,49,2
Dynamo,Wolfsburg,49,51,1
Dynamo,Bensiktas,28,72,2
Paris,Sporting CP,80,20,3
Ajax,Atletico,34,66,2
Club Brugge,Young Boys,84,16,1
Bayern,Zenit,7,93,1
Paris,Club Brugge,82,18,3
Club Brugge,Juventus,77,23,3
Shakhtar Donetsk,Ajax,23,77,3
Man. United,Wolfsburg,54,46,1
Atlanta,Dortmund,1,99,3
Sheriff,Bayern,73,27,1
Dortmund,Sheriff,76,24,2
Liverpool,Ajax,62,38,3
Club Brugge,Wolfsburg,15,85,2
Leipzig,Wolfsburg,70,30,3
Bayern,Dynamo,65,35,1
Porto,Liverpool,100,0,3
Bensiktas,Man. United,53,47,2
Chelsea,Zenit,4,96,3
Paris,Milan,76,24,3
Bensiktas,Paris,0,100,1
Sevilla,Atletico,0,100,1
Barcelona,Porto,32,68,2
Wolfsburg,Malmö,56,44,2
Paris,Juventus,65,35,3
Shakhtar Donetsk,Man. United,24,76,3
Salzburg,Porto,13,87,2
Ajax,Barcelona,95,5,2
Barcelona,Zenit,39,61,3
Man. United,Atletico,13,87,3
